n_seeds,mean_diff,sd_diff,gap_over_sd_paired,paired_t,paired_p,wilcoxon_stat,wilcoxon_p,n_favoring_100nm,correlation_a_b
30,0.028917999340076016,0.01167984188293421,2.4758896250409888,13.561005975279567,4.393481040513445e-14,3.0,9.313225746154785e-09,28,0.353053785540008
