seed_idx,lut_seed,truth_seed,noise_seed,cost,subset,n_bands,parameter,rmse,r_squared,relative_rmse_pct
3,842245,309913,399580,sse,Full hyperspectral (valid bands),366,N,0.3369870207933636,0.3942867157060099,22.465801386224243
3,842245,309913,399580,sse,Full hyperspectral (valid bands),366,Cab,6.584039410122996,0.9186877977747907,8.230049262653745
3,842245,309913,399580,sse,Full hyperspectral (valid bands),366,Car,6.312874982348282,-0.19566472593609996,31.564374911741407
3,842245,309913,399580,sse,Full hyperspectral (valid bands),366,Ant,2.5098000639257623,0.24482387038675624,25.098000639257624
3,842245,309913,399580,sse,Full hyperspectral (valid bands),366,Cw,0.004115599200342806,0.9117409668125025,8.57416500071418
3,842245,309913,399580,sse,Full hyperspectral (valid bands),366,Cm,0.0025502720998214854,0.7592962852411645,14.168178332341585
3,842245,309913,399580,sse,Full hyperspectral (valid bands),366,LAI,0.9873270529134256,0.6135237030956109,17.951400962062284
4,418503,829298,644971,sse,5-band multispectral (no SWIR),5,N,0.4303951785108762,0.01143020603586431,28.693011900725082
4,418503,829298,644971,sse,5-band multispectral (no SWIR),5,Cab,6.9990293889510715,0.90817700449274,8.748786736188839
4,418503,829298,644971,sse,5-band multispectral (no SWIR),5,Car,7.897475755774677,-0.871747252279327,39.48737877887338
4,418503,829298,644971,sse,5-band multispectral (no SWIR),5,Ant,1.8731353899071048,0.5789144601431806,18.731353899071046
4,418503,829298,644971,sse,5-band multispectral (no SWIR),5,Cw,0.02029184404951421,-1.1441569487367609,42.2746751031546
4,418503,829298,644971,sse,5-band multispectral (no SWIR),5,Cm,0.004449605424382791,0.26624024968401705,24.720030135459947
4,418503,829298,644971,sse,5-band multispectral (no SWIR),5,LAI,1.5115875918551052,0.09401942357804516,27.483410761001913
4,418503,829298,644971,sse,+ SWIR window ±100 nm,85,N,0.32315371676421517,0.4426976787195065,21.543581117614348
4,418503,829298,644971,sse,+ SWIR window ±100 nm,85,Cab,7.851593592758831,0.8844442804690154,9.814491990948538
4,418503,829298,644971,sse,+ SWIR window ±100 nm,85,Car,7.856765076821398,-0.8524996592612888,39.28382538410699
